"Allied_Nations","Diplomatic_Meetings_Set","Percent_Of_Forces_Mobilized","Hostile_Nations","Active_Threats","Inactive_Threats","Citizen_Fear_Index","Closest_Threat_Distance(km)","Aircraft_Carriers_Responding","Troops_Mobilized(thousands)","DEFCON_Level","ID"
7,1,0.03,2,36,46,0.378120411160062,363.58,1,906400,3,2972
5,0,0.5,2,17,45,0.229809104258435,378.42,1,1196800,4,11165
8,1,0.13,2,7,24,0.558737151248155,350.86,0,844800,3,9951
9,0,0.52,2,6,18,0.574889867841408,333.9,1,739200,2,333
8,1,0.15,2,11,32,0.332599118942729,366.76,1,1003200,2,10124
7,1,0.18,2,13,32,0.420704845814975,362.52,1,941600,2,1799
8,1,0.4,2,22,122,0.494126284875182,342.38,0,800800,2,10470
7,1,0.06,2,5,14,0.320851688693093,349.8,0,915200,2,3320
7,1,0.2,2,14,31,0.470631424375908,365.7,1,968000,2,8330
7,0,0.32,2,9,26,0.421439060205582,354.04,0,809600,2,10437
7,1,0.03,6,5,31,0.508810572687221,368.88,1,968000,1,693
7,1,0,2,16,45,0.523494860499261,355.1,1,844800,3,7746
9,0,0.44,2,11,33,0.446402349486045,364.64,1,1047200,3,9830
8,1,0.23,3,14,62,0.552863436123348,349.8,1,836000,2,4458
10,0,0.5,2,6,13,0.466960352422899,339.2,1,1003200,4,12251
6,1,0.09,2,15,26,0.389867841409682,364.64,1,1029600,2,8506
7,1,0.07,2,16,36,0.406020558002936,348.74,1,880000,3,1003
7,0,0.24,2,18,45,0.420704845814975,355.1,0,836000,1,1253
7,1,0,2,6,12,0.22834067547723,352.98,1,1038400,3,8639
6,1,0.09,2,24,45,0.389867841409682,381.6,1,906400,2,348
6,1,0.02,2,16,42,0.375917767988249,381.6,1,932800,3,6340
9,1,0.19,4,20,53,0.646842878120401,345.56,0,836000,2,6135
9,1,0.18,2,10,103,0.633627019089575,358.28,1,924000,2,12071
9,0,0.42,2,9,20,0.282672540381788,330.72,1,1100000,4,8029
8,1,0.29,2,10,86,0.491923641703377,336.02,1,800800,2,10704
8,0,0.4,2,6,16,0.331130690161515,346.62,1,1100000,4,7273
10,1,0.12,3,37,54,0.714390602055801,334.96,1,880000,3,3831
8,0,0.5,1,17,61,0.523494860499261,321.18,1,800800,2,9225
8,0,0.31,2,8,11,0.369309838472828,341.32,1,1003200,2,9031
9,0,0.36,2,11,28,0.378854625550652,332.84,1,1108800,4,9547
7,1,0.1,2,13,80,0.409691629955946,346.62,1,809600,2,12422
8,1,0.22,2,13,81,0.530837004405281,331.78,1,844800,2,4103
12,0,0.5,3,5,15,0.620411160058741,325.42,1,1073600,4,3647
10,0,0.46,2,6,10,0.400146842878121,332.84,0,932800,4,7832
7,1,0,2,14,38,0.74375917767988,389.02,1,941600,3,3661
8,0,0.42,2,8,17,0.295888399412622,329.66,1,976800,4,4473
10,0,0.35,3,13,31,0.77312775330396,337.08,1,809600,2,11971
6,1,0,2,17,24,0.272393538913349,380.54,1,1100000,2,4354
13,0,0.52,2,12,24,0.831864904552135,323.3,0,818400,2,8248
11,1,0.37,3,12,23,0.685022026431714,341.32,1,897600,2,1148
8,0,0.19,2,28,38,0.376651982378848,369.94,1,915200,2,4851
11,0,0.49,3,11,24,0.574889867841408,337.08,1,1100000,3,5968
9,0,0.39,2,6,12,0.254772393538906,351.92,1,1029600,4,277
7,0,0.12,2,14,26,0.376651982378848,348.74,1,932800,3,8583
7,0,0.3,2,33,58,0.516152716593241,363.58,1,880000,3,2976
6,1,0.02,2,6,12,0.398678414096916,368.88,1,836000,3,7974
7,1,0.05,4,11,32,0.379588839941259,372.06,1,1012000,4,10756
6,1,0.09,2,24,25,0.184287812041103,380.54,1,836000,3,12296
8,1,0.24,2,16,51,0.567547723935388,354.04,1,809600,2,9186
6,1,0.15,2,20,44,0.207782672540376,359.34,1,1100000,4,5611
10,0,0.34,2,14,27,0.368575624082221,332.84,1,985600,4,1870
7,1,0.16,2,11,65,0.428046989720995,358.28,1,888800,2,7434
6,1,0.01,2,48,55,0.361967694566808,371,0,950400,2,4220
8,0,0.42,2,9,26,0.538179148311301,344.5,1,765600,2,1758
6,0,0.08,2,40,48,0.416299559471358,349.8,1,880000,4,7610
11,0,0.47,3,5,15,0.489720998531565,324.36,1,994400,4,6995
9,0,0.41,2,19,52,0.345814977973555,337.08,1,968000,3,2579
7,0,0.08,2,18,38,0.354625550660789,358.28,1,880000,3,12006
12,0,0.56,3,19,65,0.699706314243761,326.48,1,871200,2,10308
8,1,0.61,3,3,10,0.622613803230545,359.34,1,932800,2,12465
8,1,0.08,3,6,29,0.420704845814975,356.16,1,950400,2,11509
7,1,0.06,6,6,14,0.538179148311301,351.92,1,809600,2,9393
8,1,0,2,9,18,0.494126284875182,351.92,0,862400,2,10757
8,1,0.18,2,17,96,0.444933920704839,358.28,1,836000,3,12050
7,1,0.04,3,24,58,0.552863436123348,372.06,1,836000,1,4960
6,1,0.21,4,20,98,0.414831130690161,351.92,1,968000,3,6090
6,1,0,2,11,20,0.479441997063142,371,1,924000,3,537
10,0,0.47,2,9,21,0.589574155653448,343.44,1,924000,3,9284
8,1,0.19,2,36,102,0.301762114537436,350.86,1,1029600,3,8982
6,0,0.13,2,4,11,0.317914831130681,380.54,1,985600,2,5667
11,0,0.41,2,6,19,0.491189427312779,341.32,1,950400,4,5947
9,1,0,3,13,31,0.714390602055801,368.88,1,941600,3,1354
7,0,0.49,6,11,51,0.567547723935388,357.22,1,809600,2,6725
12,0,0.54,3,28,43,0.685022026431714,337.08,1,932800,4,2491
6,1,0.14,4,52,74,0.486049926578555,351.92,0,836000,2,9190
10,1,0.48,2,7,23,0.662995594713654,338.14,1,836000,2,2276
7,0,0.43,2,24,48,0.332599118942729,355.1,1,1091200,3,6720
7,1,0.02,2,21,85,0.541850220264311,374.18,1,827200,3,2879
7,1,0.02,2,31,92,0.410425844346544,354.04,1,973866.666666669,3,7040
6,1,0.01,2,5,14,0.303230543318642,373.12,1,950400,3,11659
7,1,0.35,2,51,145,0.464757709251094,356.16,1,888800,2,771
9,0,0.34,2,12,39,0.571953010279005,344.5,1,924000,2,5248
9,1,0.28,3,24,81,0.655653450807642,347.68,1,814000,2,11799
8,0,0.4,3,11,28,0.523494860499261,350.86,1,1029600,4,4337
7,0,0.37,3,12,29,0.486784140969162,351.92,1,880000,3,10178
7,0,0.3,2,35,72,0.497797356828192,360.4,1,836000,2,7805
6,1,0.1,3,34,73,0.391336270190888,373.12,1,976800,3,10590
6,1,0,2,15,23,0.315712187958885,368.88,1,1012000,3,10497
6,0,0.09,2,9,23,0.523494860499261,366.76,1,862400,2,738
10,1,0.49,2,7,38,0.517621145374455,352.98,1,959200,3,1547
8,1,0.1,2,28,55,0.451541850220268,369.94,1,897600,2,8401
7,1,0.17,2,16,56,0.428046989720995,362.52,1,994400,2,8299
7,1,0,2,16,28,0.556534508076358,358.28,1,836000,3,2219
11,0,0.46,2,14,33,0.73641703377386,336.02,1,836000,2,1034
10,0,0.49,2,6,24,0.567547723935388,323.3,1,1003200,4,8022
8,1,0.1,2,28,55,0.410425844346544,357.22,0,959200,3,8987
8,1,0.25,4,31,69,0.472099853157122,340.26,0,809600,2,2224
9,1,0.34,3,17,53,0.552863436123348,351.92,1,906400,2,7399
10,0,0.64,3,12,29,0.574889867841408,343.44,1,1064800,3,10916
7,1,0,1,22,39,0.567547723935388,372.06,1,853600,3,6066
7,1,0.17,2,7,50,0.417767988252572,346.62,1,871200,3,6427
8,0,0.36,2,35,75,0.513215859030838,352.98,1,792000,2,6887
7,1,0.3,2,15,55,0.567547723935388,361.46,1,880000,2,1681
7,1,0.06,2,15,31,0.389867841409682,362.52,1,836000,3,5188
8,0,0.38,2,29,60,0.582232011747428,349.8,1,941600,3,7130
7,0,0.46,2,7,19,0.257709251101309,348.74,1,1091200,3,1585
12,0,0.52,4,13,23,0.75844346549192,341.32,1,888800,3,3350
8,0,0.42,2,3,6,0.237885462555062,348.74,1,1108800,4,8368
9,1,0.49,3,11,88,0.533773861967692,332.84,1,853600,2,3051
8,1,0,2,3,8,0.486784140969162,356.16,1,836000,3,5674
7,1,0.02,3,37,54,0.482378854625545,359.34,1,906400,2,12496
5,0,0.5,6,29,129,0.290014684287816,400.68,1,1020800,3,1993
7,1,0.14,2,15,20,0.391336270190888,355.1,1,906400,3,551
7,0,0.32,2,15,42,0.552863436123348,372.06,1,792000,2,10333
9,1,0.14,2,10,30,0.589574155653448,354.04,1,818400,3,6322
8,0,0.3,2,6,16,0.358296622613799,351.92,1,1038400,4,12445
8,1,0,3,25,33,0.494126284875182,356.16,1,880000,3,11528
10,0,0.42,2,6,16,0.410425844346544,332.84,1,932800,3,11201
9,0,0.57,3,13,32,0.530837004405281,350.86,1,1038400,3,12449
7,1,0,2,26,33,0.472834067547721,367.82,1,836000,2,1956
12,0,0.53,3,25,101,0.802496328928039,345.56,1,941600,2,5259
12,0,0.6,2,3,8,0.582232011747428,337.08,1,880000,3,149
8,1,0.32,3,24,81,0.541850220264311,351.92,1,862400,2,10503
8,0,0.31,2,4,45,0.434654919236408,364.64,1,924000,2,810
9,1,0.15,2,25,57,0.502936857562407,322.24,2,853600,2,1196
10,1,0.24,2,7,21,0.517621145374455,343.44,0,840400,2,3019
7,1,0,2,6,13,0.259177679882523,358.28,0,1003200,3,4277
8,0,0.33,2,16,25,0.259177679882523,341.32,1,1012000,3,2260
8,0,0.42,2,9,20,0.342878120411152,336.02,1,1020800,3,1901
7,1,0.23,4,7,49,0.685022026431714,360.4,1,792000,2,1719
10,1,0.27,2,15,32,0.479441997063142,330.72,0,844800,2,5988
8,0,0.43,2,29,44,0.488252569750367,366.76,1,994400,3,2711
9,1,0.26,2,4,23,0.559471365638761,347.68,1,915200,2,8176
8,1,0,2,6,12,0.464757709251094,360.4,0,880000,2,7979
6,1,0.11,2,12,80,0.245227606461082,379.48,1,1047200,2,7638
7,1,0.13,2,25,84,0.430249632892799,354.04,1,836000,2,6582
11,0,0.33,3,24,89,0.596916299559467,316.94,1,809600,2,7113
9,0,0.49,2,39,145,0.552863436123348,332.84,1,818400,2,2539
8,1,0.13,2,24,42,0.530837004405281,347.68,1,809600,2,2713
9,1,0.1,2,12,41,0.502936857562407,337.08,1,871200,3,3511
7,1,0.05,4,8,25,0.475770925110132,374.18,1,836000,2,11005
9,1,0.24,3,15,86,0.71145374449339,333.9,1,809600,2,7519
8,0,0.42,2,12,24,0.538179148311301,350.86,1,836000,3,10521
7,1,0.08,4,5,13,0.588105726872242,366.76,1,897600,1,8162
7,1,0.14,2,15,34,0.475770925110132,373.12,1,941600,4,5949
12,0,0.55,3,28,54,0.729074889867841,328.6,1,880000,1,2376
8,0,0.24,2,19,49,0.453744493392064,340.26,0,853600,2,7943
8,0,0.68,3,10,23,0.455947136563869,340.26,1,1003200,2,7669
8,1,0.15,4,11,52,0.685022026431714,363.58,1,880000,3,2501
8,0,0.42,2,23,36,0.256240822320112,329.66,1,1196800,4,11777
13,0,0.52,3,5,15,0.685022026431714,328.6,1,950400,2,3465
7,1,0.01,2,17,32,0.427312775330388,352.98,0,862400,2,3037
8,1,0.02,2,9,20,0.411894273127742,354.04,1,853600,3,7954
14,0,0.49,4,19,43,0.96035242290749,309.52,2,976800,2,664
8,1,0.1,2,11,26,0.435389133627015,356.16,1,880000,3,9305
11,0,0.48,3,16,39,0.494126284875182,337.08,1,1056000,4,1914
9,0,0.41,3,7,20,0.445668135095438,347.68,1,1020800,3,9039
8,0,0.49,2,20,65,0.523494860499261,361.46,1,809600,2,9605
10,0,0.58,2,30,45,0.491189427312779,355.1,1,1012000,3,4545
8,0,0.48,2,22,73,0.488252569750367,356.16,1,809600,2,10494
8,1,0,2,7,16,0.449339207048448,351.92,1,906400,2,11517
7,1,0,2,4,9,0.285609397944199,355.1,1,985600,4,5857
7,1,0.08,3,14,93,0.464757709251094,380.54,1,976800,1,6928
8,1,0.06,2,22,49,0.372246696035231,372.06,1,928400,3,11701
7,1,0.02,2,4,11,0.285609397944199,351.92,1,915200,1,460
8,1,0.24,3,5,13,0.472099853157122,362.52,1,968000,2,276
8,1,0.29,2,9,29,0.582232011747428,367.82,2,792000,3,11980
6,1,0,2,3,19,0.317914831130681,373.12,1,1012000,3,3560
13,0,0.62,3,10,25,0.831864904552135,321.18,1,968000,4,9509
7,0,0.32,2,34,58,0.574889867841408,369.94,1,871200,3,10136
7,1,0,2,12,38,0.567547723935388,372.06,1,827200,2,1548
7,1,0,6,11,34,0.475770925110132,368.88,0,941600,3,5274
8,0,0.44,2,28,67,0.450073421439055,359.34,1,968000,2,38
11,0,0.53,3,5,18,0.699706314243761,325.42,1,985600,2,3589
9,0,0.4,4,12,52,0.626284875183555,348.74,1,818400,3,790
6,0,0.47,3,29,80,0.253303964757708,359.34,1,1082400,3,79
7,1,0,2,11,28,0.567547723935388,376.3,1,880000,3,8212
7,1,0.05,2,18,41,0.517621145374455,366.76,1,853600,2,3182
7,1,0.01,2,9,14,0.455212922173278,368.88,1,994400,4,5211
10,0,0.59,4,6,17,0.494126284875182,333.9,1,1064800,4,8473
7,1,0.21,2,12,41,0.560205580029368,373.12,1,871200,2,1071
12,0,0.51,3,10,24,0.620411160058741,324.36,1,932800,3,10010
7,0,0.21,2,24,48,0.395007342143898,357.22,1,888800,3,5354
6,1,0.05,2,5,10,0.113803230543315,367.82,0,1188000,3,1479
7,1,0.02,3,16,26,0.256240822320112,351.92,1,968000,3,9038
11,0,0.48,3,21,46,0.582232011747428,334.96,1,1038400,4,4576
6,1,0,2,26,60,0.501468428781202,371,1,827200,2,11462
8,1,0.33,2,24,120,0.508810572687221,333.9,1,844800,2,5392
9,0,0.4,3,7,18,0.530837004405281,339.2,1,1073600,5,7960
8,1,0,2,6,10,0.301762114537436,356.16,1,1038400,3,11972
8,1,0.56,2,18,94,0.494126284875182,356.16,1,800800,2,205
6,0,0.09,2,13,30,0.458149779735681,387.96,1,950400,3,2576
9,0,0.49,3,26,58,0.626284875183555,351.92,1,853600,2,12295
10,0,0.2,6,14,42,0.77312775330396,341.32,1,827200,3,7257
10,0,0.52,2,6,17,0.496328928046978,342.38,1,1029600,4,4509
8,1,0.01,2,5,14,0.412628487518349,361.46,1,809600,2,11425
12,0,0.49,5,4,8,0.699706314243761,341.32,1,959200,2,12325
6,1,0.08,2,20,28,0.353157121879575,376.3,1,932800,4,7758
8,0,0.3,2,8,14,0.523494860499261,351.92,1,924000,2,8885
11,0,0.56,3,5,21,0.640969162995595,341.32,1,897600,2,10914
7,1,0,2,32,54,0.574889867841408,376.3,1,862400,3,4762
7,1,0.24,2,18,98,0.461820851688691,333.9,1,897600,3,853
8,1,0.2,2,12,47,0.369309838472828,348.74,1,959200,2,1392
8,0,0.42,2,18,30,0.446402349486045,354.04,1,968000,3,10500
6,1,0.12,11,31,83,0.469162995594711,356.16,0,906400,2,3628
7,1,0,3,8,23,0.456681350954476,373.12,1,897600,2,6863
7,1,0.02,2,8,16,0.422173274596181,363.58,1,1012000,1,9577
7,0,0.44,3,22,80,0.514684287812036,359.34,1,888800,3,6383
8,1,0.29,3,16,28,0.602790014684282,348.74,1,809600,2,2720
7,0,0.3,2,31,52,0.361967694566808,342.38,1,1020800,4,4952
10,0,0.65,8,22,43,0.714390602055801,348.74,1,809600,3,11721
9,1,0.34,2,23,122,0.523494860499261,345.56,1,818400,2,1626
9,1,0.23,3,12,93,0.646842878120401,355.1,1,814000,3,3492
9,0,0.5,2,16,62,0.604258443465487,351.92,1,862400,2,1009
9,1,0.26,2,7,31,0.552863436123348,326.48,1,836000,2,1737
8,0,0.48,4,10,26,0.455947136563869,345.56,1,1056000,3,870
12,0,0.5,2,20,42,0.729074889867841,322.24,0,792000,2,4291
9,0,0.39,2,21,27,0.376651982378848,341.32,1,994400,3,11920
8,1,0,2,22,47,0.458883994126288,357.22,1,976800,4,7729
8,0,0.42,2,23,34,0.262114537444926,358.28,1,1135200,3,10356
7,1,0.05,5,3,11,0.479441997063142,352.98,1,871200,1,874
7,1,0,2,10,35,0.523494860499261,358.28,1,871200,2,8392
10,0,0.37,2,31,70,0.605726872246701,351.92,1,827200,2,3802
7,0,0.21,2,41,135,0.479441997063142,347.68,1,836000,2,89
8,0,0.42,2,12,24,0.538179148311301,350.86,1,836000,3,4618
8,0,0.35,5,28,102,0.567547723935388,342.38,1,924000,2,8161
7,1,0.08,3,28,60,0.485315712187948,350.86,1,880000,3,1801
6,0,0.16,2,12,26,0.225403817914819,356.16,1,1047200,3,3345
13,0,0.65,2,6,29,0.77312775330396,318,1,792000,5,10829
7,0,0.34,3,16,72,0.414831130690161,345.56,1,1038400,4,812
7,1,0,2,9,23,0.569750367107184,381.6,1,862400,2,4338
12,0,0.49,4,8,19,0.802496328928039,341.32,1,836000,2,7102
8,0,0.23,2,28,65,0.516152716593241,357.22,1,836000,2,6616
5,1,0,2,16,24,0.11233480176211,390.08,1,1196800,3,12081
8,0,0.6,3,9,23,0.472099853157122,344.5,1,906400,3,11824
6,0,0.22,2,13,50,0.420704845814975,366.76,1,888800,3,9227
6,1,0.02,4,25,52,0.469162995594711,371,1,985600,3,2989
7,0,0.23,2,23,67,0.420704845814975,363.58,1,888800,3,12036
7,1,0,2,9,14,0.407488986784141,362.52,1,1012000,3,4844
8,0,0.33,2,4,17,0.381057268722465,364.64,1,1020800,4,1138
9,1,0.14,2,25,84,0.567547723935388,347.68,1,880000,2,377
5,1,0.15,2,26,40,0.00954478707781599,375.24,1,1232000,4,2304
10,0,0.58,2,3,8,0.466226138032308,322.24,1,1029600,3,10476
8,1,0.26,2,16,112,0.425110132158592,326.48,0,818400,1,2933
8,1,0,3,11,26,0.552863436123348,360.4,1,897600,2,9142
15,0,0.79,4,23,71,0.883259911894273,309.52,1,1144000,2,9163
10,0,0.42,2,11,19,0.560205580029368,341.32,1,915200,3,2201
5,1,0,2,16,78,0.184287812041103,392.2,1,1135200,3,10752
7,0,0,2,7,15,0.455212922173278,373.12,1,950400,3,353
9,1,0.3,3,24,56,0.710719530102791,347.68,1,862400,2,7676
5,1,0.24,2,13,105,0.413362701908955,413.4,1,968000,2,10271
6,0,0.32,2,15,143,0.253303964757708,352.98,1,1047200,3,4718
8,1,0.26,2,23,81,0.464757709251094,330.72,1,888800,3,9558
9,1,0.33,1,5,35,0.567547723935388,344.5,0,924000,2,7490
8,0,0.4,2,7,12,0.437591776798819,359.34,1,968000,3,4332
6,0,0.1,2,6,14,0.360499265785603,356.16,1,880000,2,2207
9,1,0.27,2,32,133,0.567547723935388,328.6,1,809600,2,5877
10,0,0.34,2,24,133,0.640969162995595,341.32,1,880000,3,5698
13,0,0.49,6,7,16,0.890602055800293,349.8,1,1117600,4,8566
6,1,0.08,2,32,46,0.370778267254042,349.8,0,924000,2,12076
7,1,0.33,2,51,60,0.361233480176202,354.04,1,1073600,4,734
7,0,0.14,2,15,25,0.302496328928043,351.92,1,985600,3,9290
10,1,0.6,4,5,25,0.552863436123348,333.9,1,1073600,4,8757
7,1,0.2,2,15,34,0.470631424375908,367.82,1,976800,2,7207
6,1,0.04,2,5,10,0.113803230543315,380.54,1,1135200,2,3328
9,1,0.68,6,13,65,0.640969162995595,333.9,1,985600,4,922
7,1,0,2,3,19,0.334067547723935,351.92,0,888800,3,9354
7,1,0.07,2,17,84,0.450073421439055,338.14,0,818400,2,3394
6,0,0.23,2,21,50,0.500734214390595,367.82,1,862400,3,11858
11,0,0.39,2,7,15,0.589574155653448,341.32,1,924000,2,12410
7,1,0.06,2,8,17,0.346549192364162,358.28,0,844800,2,9445
7,1,0.12,2,15,28,0.369309838472828,330.72,0,880000,2,10566
5,0,0.27,2,33,53,0.340675477239348,396.44,1,985600,2,5222
8,1,0.23,2,33,89,0.298825256975025,359.34,0,915200,2,8832
10,1,0.48,2,5,22,0.685022026431714,344.5,1,880000,2,4341
9,0,0.44,2,32,48,0.358296622613799,346.62,1,985600,2,5668
7,1,0.02,2,15,39,0.389867841409682,355.1,1,836000,2,1462
8,1,0.25,3,21,59,0.516152716593241,357.22,1,844800,2,12112
7,0,0.49,2,8,17,0.392804698972102,359.34,1,1003200,3,697
7,1,0.01,2,40,55,0.496328928046978,350.86,1,844800,2,10072
8,1,0.27,2,7,54,0.582232011747428,368.88,1,809600,2,8285
8,1,0.19,2,10,65,0.486784140969162,357.22,1,818400,2,7157
8,1,0,2,8,14,0.464757709251094,345.56,1,906400,3,7730
12,0,0.54,3,13,23,0.640969162995595,329.66,1,968000,4,12334
7,0,0.29,2,36,142,0.479441997063142,347.68,1,827200,2,6519
7,1,0.13,2,29,53,0.410425844346544,352.98,1,818400,2,11503
8,1,0.22,2,17,94,0.463289280469889,333.9,1,844800,2,3862
9,1,0.33,2,32,119,0.523494860499261,337.08,1,897600,2,10841
7,1,0.01,2,8,15,0.407488986784141,379.48,1,950400,2,8578
12,0,0.48,3,19,47,0.7511013215859,345.56,1,853600,3,5515
7,1,0.29,5,20,106,0.542584434654917,348.74,1,924000,3,12485
9,0,0.39,2,10,19,0.400146842878121,355.1,1,1020800,4,656
10,0,0.46,2,10,17,0.410425844346544,338.14,1,897600,3,2394
10,0,0.35,2,17,43,0.445668135095438,339.2,1,976800,4,5582
7,1,0.15,2,26,53,0.457415565345074,355.1,1,853600,2,8681
6,0,0.17,2,13,26,0.285609397944199,387.96,1,1003200,1,10827
5,0,0.24,2,5,12,0.320851688693093,378.42,1,950400,2,2885
8,1,0.15,3,33,90,0.398678414096916,346.62,1,827200,2,11640
8,1,0.12,2,11,30,0.508810572687221,349.8,1,809600,2,5533
8,1,0.26,2,11,79,0.444199706314248,343.44,1,836000,2,7727
7,0,0.33,7,26,45,0.567547723935388,348.74,1,818400,3,10336
8,1,0.18,2,10,39,0.574889867841408,374.18,1,862400,2,6541
8,0,0.29,3,18,127,0.486784140969162,345.56,1,818400,2,3476
8,1,0.05,3,11,22,0.538179148311301,351.92,1,836000,2,1231
11,0,0.68,3,12,25,0.508810572687221,330.72,1,976800,3,1108
12,0,0.63,3,6,22,0.729074889867841,330.72,1,853600,4,7243
12,0,0.49,3,54,77,0.802496328928039,339.2,1,844800,2,3257
10,0,0.42,2,22,65,0.629221732745958,341.32,1,862400,2,9150
8,0,0.25,3,29,90,0.640969162995595,358.28,1,814000,2,11435
9,0,0.41,2,10,26,0.376651982378848,340.26,1,1029600,3,6778
10,0,0.45,6,11,25,0.703377386196771,366.76,1,959200,4,10015
8,0,0.43,2,22,50,0.538179148311301,340.26,1,924000,3,4739
9,0,0.45,3,6,12,0.594713656387671,346.62,1,985600,2,5178
9,1,0.34,3,25,110,0.655653450807642,333.9,0,836000,2,11048
7,1,0,3,8,11,0.472099853157122,355.1,1,924000,1,4557
6,1,0,2,6,12,0.398678414096916,364.64,1,836000,3,3508
6,0,0.1,2,12,33,0.469897209985318,366.76,1,880000,2,5987
8,0,0.42,2,23,48,0.357562408223192,358.28,1,1091200,4,4227
6,0,0.08,2,19,31,0.389867841409682,376.3,1,1056000,3,5456
7,0,0.25,2,21,56,0.395007342143898,364.64,1,880000,3,3268
8,1,0.52,2,3,9,0.294419970631416,349.8,1,1047200,3,65
7,1,0.08,4,27,73,0.604258443465487,367.82,1,844800,2,1397
7,0,0.24,2,27,58,0.470631424375908,361.46,1,888800,3,9468
6,0,0.23,2,21,36,0.332599118942729,367.82,1,1100000,3,359
10,0,0.49,3,7,26,0.596916299559467,342.38,1,941600,3,9265
6,1,0.1,2,4,11,0.403817914831131,380.54,1,875600,2,378
7,1,0.08,2,42,124,0.357562408223192,345.56,0,880000,2,6236
6,1,0.08,2,32,53,0.353891336270182,358.28,1,950400,4,11520
7,1,0.07,2,17,36,0.408957415565339,356.16,1,924000,2,11867
7,1,0.01,2,9,22,0.501468428781202,368.88,1,836000,2,4868
8,1,0.25,2,9,29,0.447136563876652,349.8,1,853600,2,11008
8,0,0.49,2,21,83,0.552863436123348,351.92,1,800800,2,6554
6,0,0.1,1,16,61,0.392070484581495,377.36,1,950400,4,4951
6,1,0.12,2,32,61,0.501468428781202,358.28,1,827200,2,2093
9,0,0.34,2,5,16,0.511747430249624,339.2,1,959200,4,4824
8,1,0.17,2,3,7,0.458883994126288,357.22,1,924000,3,5042
7,1,0.32,6,34,121,0.677679882525694,374.18,1,827200,2,10918
7,1,0,3,21,31,0.472099853157122,367.82,1,950400,2,4904
7,1,0.09,2,4,12,0.334067547723935,342.38,0,888800,1,2076
7,1,0,2,11,20,0.414831130690161,355.1,1,959200,3,7913
8,1,0,1,19,41,0.74375917767988,372.06,1,818400,2,7924
8,0,0.42,2,9,22,0.270925110132159,329.66,1,1012000,4,7393
10,0,0.45,2,6,14,0.538179148311301,343.44,1,897600,2,3531
12,0,0.54,2,28,42,0.608663729809104,323.3,1,897600,1,11190
7,1,0.02,2,21,37,0.372246696035231,356.16,1,924000,3,5901
7,1,0.08,4,15,18,0.418502202643171,361.46,0,941600,4,4642
10,0,0.5,4,9,23,0.574889867841408,339.2,1,836000,2,10133
8,1,0.12,3,33,90,0.604258443465487,357.22,1,827200,3,3635
9,0,0.4,3,26,58,0.580763582966222,340.26,0,827200,2,11670
8,0,0.53,1,5,17,0.439060205580025,327.54,1,906400,4,4615
10,0,0.46,2,5,13,0.516152716593241,322.24,1,950400,4,1266
8,1,0.03,2,14,57,0.542584434654917,355.1,1,818400,1,4720
7,1,0.16,2,15,60,0.494126284875182,334.96,1,906400,2,1464
7,1,0.01,2,8,12,0.172540381791482,359.34,0,1126400,3,5941
13,0,0.72,2,23,49,0.831864904552135,334.96,0,836000,5,10395
8,0,0.31,2,15,42,0.552863436123348,363.58,1,827200,2,7137
7,0,0.27,2,23,69,0.508810572687221,375.24,1,836000,3,7934
10,0,0.35,2,9,39,0.463289280469889,338.14,1,959200,3,10930
8,0,0.32,2,26,65,0.596916299559467,336.02,0,800800,2,3287
12,0,0.47,2,13,27,0.420704845814975,325.42,1,1047200,4,6132
7,1,0,2,6,12,0.374449339207052,362.52,1,1012000,1,11699
6,0,0.19,2,18,47,0.406020558002936,359.34,1,836000,2,4921
10,1,0.27,2,35,151,0.802496328928039,336.02,1,1020800,3,3491
8,1,0,1,5,12,0.389867841409682,371,1,976800,1,9155
8,1,0.14,2,3,7,0.331130690161515,347.68,1,985600,2,1384
8,1,0.23,3,10,115,0.552863436123348,333.9,1,809600,2,2862
6,0,0.25,3,23,72,0.266519823788543,359.34,1,1135200,2,1973
7,1,0.16,2,11,39,0.486784140969162,366.76,0,932800,2,9785
9,1,0,2,5,9,0.370778267254042,330.72,1,862400,2,5420
8,1,0.24,3,17,108,0.552863436123348,332.84,1,809600,2,10017
7,1,0.06,2,5,20,0.414831130690161,372.06,1,836000,2,7231
8,1,0.21,2,33,131,0.410425844346544,340.26,1,871200,2,8592
7,1,0.26,3,42,145,0.472099853157122,351.92,1,968000,2,7517
9,0,0.34,2,13,62,0.589574155653448,341.32,1,836000,2,387
9,0,0.3,2,2,15,0.582232011747428,351.92,1,941600,4,11092
8,0,0.31,2,32,66,0.567547723935388,359.34,1,880000,4,512
7,1,0,2,7,14,0.22834067547723,351.92,1,1003200,3,9129
12,1,0.71,2,7,86,0.707048458149781,339.2,1,844800,2,7842
7,0,0.31,2,15,36,0.237151248164455,342.38,1,1091200,3,9339
8,1,0.49,2,33,141,0.464757709251094,342.38,1,836000,2,975
8,1,0.03,4,32,74,0.404552129221722,338.14,0,827200,3,204
8,1,0.01,2,5,19,0.449339207048448,358.28,1,924000,3,11047
10,1,0.5,2,6,16,0.685022026431714,346.62,1,932800,2,1730
7,1,0.26,3,16,86,0.518355359765046,334.96,1,800800,3,4797
8,1,0.27,2,11,23,0.567547723935388,324.36,1,792000,2,1869
8,1,0.04,2,13,32,0.544052863436115,350.86,1,844800,2,10066
